id;name;full_name;birth_date;height_cm;weight_kgs;positions;nationality;overall_rating;potential;preferred_foot;international_reputation;weak_foot;skill_moves;body_type;difficulty
6082;R. Mantel;Robin Mantel;11/15/2000;195.58;87.1;GK;Belgium;57;73;Right;1;2;1;Normal;Very Hard
6083;Dani Parra;Daniel Parra Bové;1/1/2000;154.94;69.9;GK;Spain;57;71;Right;1;3;1;Normal;Very Hard
6084;J. Theissen;Jannick Theissen;1/7/1998;187.96;82.1;GK;Germany;57;68;Right;1;3;1;Normal;Very Hard
6085;C. Wakefield;Charlie Wakefield;4/10/1998;182.88;72.1;RW,RB;England;57;68;Right;1;3;3;Lean;Very Hard
6086;Su Yuanjie;苏缘杰;4/14/1995;154.94;69.9;ST,RM,LW;China PR;57;64;Right;1;3;2;Normal;Very Hard
6087;Arnau Mañé;Arnau Mañé Gabarró;11/11/1998;175.26;69.9;LB;Spain;57;66;Left;1;3;3;Normal;Very Hard
6088;M. Weymans;Marco Weymans;7/9/1997;175.26;69.9;LB,CDM;Belgium;57;69;Left;1;3;2;Stocky;Very Hard
6089;Lucas;Lucas Ribeiro Fonseca;8/18/2000;152.4;72.1;RB;Spain;57;71;Right;1;3;3;Normal;Very Hard
6090;M. Retegui;Mateo Retegui;4/29/1999;185.42;81.2;ST;Argentina;57;72;Right;1;3;2;Normal;Very Hard
6091;O. Buur Rasmussen;Oskar Buur Rasmussen;3/31/1998;175.26;69.9;RWB,RB;Denmark;57;71;Right;1;3;3;Lean;Very Hard
6092;A. Ordagić;Amer Ordagić;5/5/1993;154.94;74.8;CM;Bosnia Herzegovina;57;62;Right;1;3;2;Normal;Very Hard
6093;D. Salanovic;Dennis Salanovic;2/26/1996;152.4;73.9;RM;Liechtenstein;57;66;Right;1;3;2;Lean;Very Hard
6094;R. Holden;Rory Holden;8/23/1997;170.18;68.0;CAM,CM;Northern Ireland;57;70;Left;1;3;3;Lean;Very Hard
6095;M. Banaszewski;Maksymilian Banaszewski;3/22/1995;172.72;64.0;RM;Poland;57;62;Right;1;3;3;Lean;Very Hard
6096;O. Mireles;Omar Mireles;9/23/1998;152.4;68.0;RB;Mexico;57;70;Right;1;2;2;Lean;Very Hard
6097;D. Cayupil;Diego Cayupíl;3/5/1998;152.4;64.9;LB;Chile;57;71;Left;1;2;2;Normal;Very Hard
6098;M. Lansing;Michael Lansing;6/13/1994;193.04;88.0;GK;United States;57;65;Right;1;3;1;Normal;Very Hard
6099;J. Curran;Jesse Curran;7/16/1996;172.72;68.0;RM,RB,CDM;Australia;57;68;Right;1;2;2;Lean;Very Hard
6100;F. González;Fabián González;11/23/1992;185.42;74.8;ST;Colombia;57;60;Right;1;3;2;Lean;Very Hard
6101;J. Smith;Jonte Smith;7/10/1994;154.94;76.2;ST;Bermuda;57;62;Right;1;3;3;Lean;Very Hard
6102;V. Triboulet;Vinni Triboulet;6/18/1999;182.88;74.8;ST;France;57;74;Right;1;3;2;Lean;Very Hard
6103;A. Majok;Abraham Majok;10/13/1998;185.42;72.1;ST,LM;Kenya;57;70;Right;1;3;2;Lean;Very Hard
6104;J. Adelson;Jake Adelson;1/11/1996;185.42;78.0;RB;Australia;57;62;Right;1;3;2;Lean;Very Hard
6105;Zhou Dadi;周大地;2/18/1996;175.26;64.0;LM,CM;China PR;57;66;Right;1;3;2;Lean;Very Hard
6106;C. Gallego;Carlos Andrés Gallego Castañeda;3/9/1989;175.26;71.2;LB;Colombia;57;57;Left;1;2;2;Normal;Very Hard
6107;A. Attiah;Abdulquddus Attiah;3/1/1997;190.5;77.1;GK;Saudi Arabia;57;70;Right;1;3;1;Normal;Very Hard
6108;D. Kaneko;金子 大毅;8/28/1998;175.26;66.2;CM,RM;Japan;57;65;Right;1;2;2;Lean;Very Hard
6109;Li Haitao;李海涛;11/29/1995;187.96;83.9;GK;China PR;57;65;Right;1;1;1;Normal;Very Hard
6110;G. Chará;Gustavo Adolfo Chará Valois;3/26/1996;185.42;78.9;CB;Colombia;57;67;Right;1;3;2;Normal;Very Hard
6111;M. Obiero;Micah Obiero;1/22/2001;152.4;68.0;ST;England;57;72;Right;1;2;2;Lean;Very Hard
6112;R. Sottil;Riccardo Sottil;6/3/1999;154.94;69.9;LW,CF;Italy;57;73;Right;1;2;3;Lean;Very Hard
6113;D. Leahy;Darragh Leahy;4/15/1998;185.42;72.1;LB;Republic of Ireland;57;69;Left;1;3;2;Normal;Very Hard
6114;O. Kakay;Osman Kakay;8/25/1997;154.94;72.1;RB,RWB;Sierra Leone;57;70;Right;1;3;2;Lean;Very Hard
6115;F. Ross;Frank Ross;2/18/1998;172.72;60.8;CM,LM;Scotland;57;69;Right;1;3;2;Lean;Very Hard
6116;N. Lemaître;Nicolas Lemaître;1/12/1997;185.42;83.0;GK;France;57;68;Right;1;2;1;Lean;Very Hard
6117;L. Davis;Leif Davis;1/12/2000;175.26;64.9;LB;England;57;74;Left;1;2;2;Lean;Very Hard
6118;J. Mashart;Jethro Mashart;5/8/2000;175.26;68.9;LB;Netherlands;57;69;Left;1;2;2;Normal;Very Hard
6119;N. Giraldo;Nicolás Andrés Giraldo Urueta;3/29/1993;175.26;64.0;LM,LB;Colombia;57;60;Right;1;3;2;Lean;Very Hard
6120;A. Alibekov;Akhmed Alibekov;5/29/1998;182.88;72.1;CDM,CM,CB;Ukraine;57;66;Right;1;3;2;Lean;Very Hard
6121;L. Thomas;Lewis Thomas;9/20/1997;182.88;69.9;GK;Wales;57;67;Right;1;3;1;Lean;Very Hard
6122;L. Rogerson;Logan Rogerson;5/28/1998;182.88;69.9;ST,RW,LW;New Zealand;57;67;Right;1;3;3;Lean;Very Hard
6123;P. Lewis;Paul Lewis;12/17/1994;185.42;72.1;CM,CDM;England;57;61;Right;1;3;2;Lean;Very Hard
6124;R. Harker;Robert Harker;3/6/2000;154.94;79.8;ST;England;57;73;Right;1;3;2;Normal;Very Hard
6125;H. Coulson;Hayden Coulson;6/17/1998;172.72;69.9;LB,LM;England;57;74;Left;1;3;3;Lean;Very Hard
6126;B. Hall;Ben Hall;1/16/1997;185.42;78.0;CB;Northern Ireland;57;69;Right;1;3;2;Normal;Very Hard
6127;S. Sohm;Simon Sohm;4/11/2001;187.96;84.8;CDM,CM;Switzerland;57;83;Right;1;3;2;Lean;Very Hard
6128;P. Gwargis;Peter Gwargis;9/4/2000;154.94;74.8;LM,CAM;Sweden;57;74;Left;1;3;3;Lean;Very Hard
6129;Yu In Soo;유인수 禹仁秀;12/28/1994;152.4;68.9;CAM,RM,LM;Korea Republic;57;64;Right;1;3;2;Normal;Very Hard
6130;Jiang Wenjun;姜文骏;1/30/1990;154.94;73.9;LB;China PR;57;57;Left;1;2;2;Normal;Very Hard
6131;K. Pagliuca;Kilian Pagliuca;9/2/1996;187.96;78.0;ST,LW;Switzerland;57;67;Right;1;2;2;Lean;Very Hard
6132;Z. Westbrooke;Zain Westbrooke;10/28/1996;152.4;64.9;CM,RM;England;57;68;Right;1;3;2;Lean;Very Hard
6133;A. Mondal;Arnab Kumar Mondal;9/25/1989;152.4;69.9;CB;India;57;57;Right;1;3;2;Normal;Very Hard
6134;O. Johansson;Oscar Johansson;2/6/1995;152.4;74.8;RM,CAM;Sweden;57;62;Right;1;3;2;Normal;Very Hard
6135;M. Miller;Mikel Miller;12/2/1995;152.4;69.9;ST,RW,LW;England;57;65;Right;1;3;2;Lean;Very Hard
6136;K. McIntosh;Kendall Isaiah McIntosh;1/24/1994;182.88;78.9;GK;United States;57;61;Right;1;2;1;Normal;Very Hard
6137;D. Iliev;Deyan Iliev;2/25/1995;195.58;87.1;GK;FYR Macedonia;57;64;Right;1;3;1;Lean;Very Hard
6138;V. Zhironkin;Vitaliy Zhironkin;3/10/2000;170.18;60.8;ST,CM;Russia;57;77;Left;1;2;2;Lean;Very Hard
6139;Zeng Shuai;曾帅;3/7/1994;182.88;74.8;CB,RB;China PR;57;66;Right;1;2;2;Normal;Very Hard
6140;M. Najjar;Mansour Al-Najar;12/22/1994;175.26;68.0;CM,LB;Saudi Arabia;57;64;Left;1;3;2;Normal;Very Hard
6141;T. Parrott;Troy Parrott;2/4/2002;175.26;72.1;ST;Republic of Ireland;57;83;Right;1;4;2;Lean;Very Hard
6142;A. Fletcher;Alex Fletcher;2/9/1999;152.4;68.0;ST;England;57;71;Right;1;3;2;Lean;Very Hard
6143;E. Bohinen;Emil Bohinen;3/12/1999;175.26;74.8;CM;Norway;57;76;Left;1;3;2;Lean;Very Hard
6144;M. Kokos;Marvin Kokos;10/12/2000;182.88;78.0;ST;France;57;70;Right;1;3;2;Lean;Very Hard
6145;T. Ogiwara;荻原 拓也;11/23/1999;175.26;68.9;LB,LM;Japan;57;69;Left;1;3;2;Lean;Very Hard
6146;G. Marsh;George Marsh;11/5/1998;152.4;68.0;CDM,CB,RB;England;57;74;Right;1;3;2;Lean;Very Hard
6147;K. Miyazaki;宮崎 幾笑;2/17/1998;175.26;59.0;CAM,RM,LM;Japan;57;67;Left;1;3;2;Lean;Very Hard
6148;L. Müller;Leon Müller;8/11/2000;154.94;74.8;CAM,CM;Germany;57;72;Right;1;3;2;Normal;Very Hard
6149;A. Díaz;Alejandro Díaz;7/29/1999;167.64;59.9;RW;Mexico;57;78;Right;1;3;2;Lean;Very Hard
6150;D. Williams;Del-Angelo Williams;8/4/1993;182.88;74.8;ST,RW,LW;Germany;57;62;Right;1;3;2;Lean;Very Hard
6151;T. Smith;Tyler Smith;12/4/1998;152.4;67.1;ST;England;57;71;Right;1;3;2;Lean;Very Hard
6152;H. Gilmour;Harvey Gilmour;12/5/1998;154.94;62.1;CM;England;57;69;Left;1;2;2;Normal;Very Hard
6153;S. Al Selouli;Saad Al Selouli;5/25/1998;167.64;57.2;LM;Saudi Arabia;57;71;Right;1;2;3;Lean;Very Hard
6154;A. Edqvist;Adrian Edqvist;5/20/1999;152.4;74.8;RM;Sweden;57;75;Right;1;3;2;Normal;Very Hard
6155;Chen Anqi;陈安琪;6/4/1993;187.96;73.0;GK;China PR;57;61;Right;1;3;1;Normal;Very Hard
6156;R. Solan;Ramzi Solan;4/18/1998;170.18;62.1;ST;Saudi Arabia;57;69;Right;1;2;2;Lean;Very Hard
6157;S. Mullings;Shamir Mullings;10/30/1993;195.58;79.8;ST;England;57;61;Right;1;2;2;Lean;Very Hard
6158;A. Coote;Alistair Coote;6/11/1998;170.18;64.9;CAM,LM,CM;Scotland;57;71;Right;1;3;2;Lean;Very Hard
6159;V. Steels;Vinnie Steels;8/8/2001;170.18;62.1;LM;England;57;70;Left;1;3;2;Lean;Very Hard
6160;R. Cooney;Ryan Cooney;2/26/2000;175.26;68.0;RB;England;57;65;Right;1;3;2;Normal;Very Hard
6161;S. Härtel;Sascha Härtel;3/9/1999;175.26;73.0;LB,LWB,LM;Germany;57;68;Left;1;3;2;Normal;Very Hard
6162;R. Schofield;Ryan Schofield;12/11/1999;190.5;69.9;GK;England;57;77;Right;1;2;1;Lean;Very Hard
6163;M. Halstead;Mark Halstead;9/17/1990;190.5;88.9;GK;England;57;58;Right;1;2;1;Normal;Very Hard
6164;S. Paul;Subrata Paul;12/24/1986;185.42;78.0;GK;India;57;57;Right;1;3;1;Normal;Very Hard
6165;H. Guenouche;Hakim Guenouche;5/30/2000;167.64;62.1;LB;France;57;75;Left;1;3;2;Normal;Very Hard
6166;R. El Hankouri;Redouan El Hankouri;2/3/2001;175.26;68.0;CAM,LM,RM;Netherlands;57;71;Right;1;3;3;Lean;Very Hard
6167;T. Vancooten;Terence Owen Vancooten;12/29/1997;193.04;78.0;CB,RB,LB;Guyana;57;70;Right;1;3;2;Lean;Very Hard
6168;A. Pelmard;Andy Pelmard;3/12/2000;152.4;66.2;CB;France;57;77;Left;1;2;2;Lean;Very Hard
6169;C. Fermina;Carlito Fermina;1/6/2000;182.88;69.9;ST;Netherlands;57;73;Right;1;3;3;Stocky;Very Hard
6170;C. Fogacci;Cyril Fogacci;10/1/1996;182.88;74.8;GK;France;57;64;Right;1;2;1;Normal;Very Hard
6171;R. Donelon;Regan Donelon;4/17/1996;170.18;71.2;LB,LWB;Republic of Ireland;57;68;Left;1;2;2;Normal;Very Hard
6172;B. Cam;Benjamín Cam;2/15/2000;152.4;64.9;CF,CAM;Chile;57;69;Right;1;3;2;Lean;Very Hard
6173;S. Osorio;Sebastián Osorio;4/6/1997;152.4;73.9;CAM;Colombia;57;71;Right;1;2;2;Normal;Very Hard
6174;D. Lavercombe;Dan Lavercombe;10/21/1996;190.5;82.1;GK;England;57;67;Right;1;3;1;Lean;Very Hard
6175;C. Moreno;Carlos Moreno;1/29/1998;190.5;81.2;GK;Mexico;57;66;Right;1;3;1;Normal;Very Hard
6176;Y. Dieudonne;Yao Dieudonne;2/4/1997;152.4;74.8;ST,LM;Ivory Coast;57;65;Left;1;3;2;Lean;Very Hard
6177;A. Bass;Alex Bass;4/1/1998;187.96;69.9;GK;England;57;70;Right;1;3;1;Lean;Very Hard
6178;Sun Le;孙乐;9/17/1989;187.96;83.0;GK;China PR;57;57;Right;1;1;1;Normal;Very Hard
6179;L. Bürger;Leon Bürger;11/11/1999;154.94;71.2;CDM,CM;Germany;57;74;Right;1;3;2;Lean;Very Hard
6180;B. Fleming;Brandon Fleming;12/3/1999;175.26;69.9;LB,LM;England;57;75;Left;1;3;2;Lean;Very Hard
6181;O. Krusnell;Oscar Krusnell;2/17/1999;182.88;69.9;LB;Sweden;57;69;Left;1;3;2;Lean;Very Hard
6182;U. Yazğılı;Uğurcan Yazğılı;4/9/1999;182.88;79.8;CB;Turkey;57;69;Right;1;2;2;Normal;Very Hard
6183;R. Deprem;Rodin Deprem;5/23/1998;152.4;69.9;LW,RW,ST;Sweden;57;65;Right;1;3;2;Normal;Very Hard
6184;Li Yingjian;李营建;2/22/1991;182.88;63.0;RM,LM;China PR;57;57;Right;1;3;2;Lean;Very Hard
6185;A. Rambal;Alex Enrique Rambal Ramírez;9/24/1992;182.88;69.9;CB,CM;Colombia;57;61;Right;1;2;2;Lean;Very Hard
6186;J. Brown;Jacob Brown;4/10/1998;182.88;62.1;RM;England;57;69;Right;1;2;3;Lean;Very Hard
6187;A. Simpson;Aaron Simpson;6/17/1999;175.26;64.0;LB;England;57;71;Left;1;3;2;Lean;Very Hard
6188;J. Davis;Joe Davis;11/10/1993;182.88;67.1;RB,CB;England;57;57;Right;1;3;2;Normal;Very Hard
6189;O. Yaman;Osman Yaman;9/7/1999;152.4;66.2;LM;Turkey;57;78;Left;1;2;2;Lean;Very Hard
6190;L. Polvani;Lorenzo Polvani;7/26/1994;187.96;84.8;CB;Italy;57;62;Right;1;2;2;Normal;Very Hard
6191;Y. Khormi;Yahya Khormi;6/8/1998;167.64;53.1;CAM,RM;Saudi Arabia;57;70;Right;1;2;2;Normal;Very Hard
6192;J. Kitolano;Joshua Gaston Kitolano;8/3/2001;170.18;69.9;CM;Norway;57;75;Right;1;3;2;Normal;Very Hard
6193;J. Lokilo;Jason Lokilo;9/17/1998;175.26;64.9;RM;DR Congo;57;74;Left;1;3;2;Lean;Very Hard
6194;J. Igbarumah;John Junior Igbarumah;2/13/1992;152.4;68.9;RM;Nigeria;57;57;Right;1;3;3;Normal;Very Hard
6195;V. Glaentzlin;Victor Glaentzlin;4/23/1998;185.42;74.8;ST;France;57;72;Right;1;3;2;Lean;Very Hard
6196;M. Karlsson;Mathias Karlsson;9/1/1995;185.42;79.8;GK;Sweden;57;62;Right;1;2;1;Normal;Very Hard
6197;J. Grant;Josh Grant;10/11/1998;182.88;78.0;RB,CB;England;57;69;Right;1;3;2;Lean;Very Hard
6198;E. Erhahon;Ethan Erhahon;5/9/2001;172.72;64.0;LB,LM;Scotland;57;77;Left;1;3;2;Lean;Very Hard
6199;L. White;Lewis White;4/3/1999;172.72;68.0;LM;England;57;70;Right;1;3;2;Normal;Very Hard
6200;L. Racic;Luka Racic;5/8/1999;187.96;72.1;CB;Denmark;57;71;Right;1;2;2;Normal;Very Hard
6201;M. Dembélé;Mahamadou Dembélé;4/10/1999;185.42;68.0;CB,RB;France;57;75;Right;1;3;2;Lean;Very Hard
6202;A. Semenyo;Antoine Semenyo;1/7/2000;152.4;63.0;ST;England;57;75;Right;1;4;3;Stocky;Very Hard
6203;C. Velásquez;Camilo Velázquez Franco;11/26/1997;175.26;71.2;LM;Colombia;57;72;Left;1;2;2;Normal;Very Hard
6204;T. Edser;Toby Edser;2/28/1999;175.26;74.8;CM,LM;England;57;73;Left;1;2;2;Lean;Very Hard
6205;L. Bilboe;Laurence Bilboe;2/21/1998;190.5;78.9;GK;England;57;67;Right;1;3;1;Normal;Very Hard
6206;Hwang Sung Min;Sung Min Hwang;6/23/1991;187.96;84.8;GK;Korea Republic;57;60;Right;1;3;1;Normal;Very Hard
6207;C. MacPherson;Cammy MacPherson;12/29/1998;175.26;71.2;CM,RB,RM;Scotland;57;72;Right;1;3;2;Lean;Very Hard
6208;J. Cozzani;Juan Pablo Cozzani;10/9/1998;182.88;77.1;GK;Argentina;57;72;Right;1;2;1;Normal;Very Hard
6209;Choi Young Eun;최영은 Young Eun Choi;9/26/1995;187.96;78.0;GK;Korea Republic;57;66;Right;1;2;1;Normal;Very Hard
6210;S. Graham;Sam Graham;8/13/2000;187.96;79.8;CB;England;57;78;Right;1;3;2;Normal;Very Hard
6211;C. Kenna;Conor Kenna;11/21/1984;154.94;74.8;CB;Republic of Ireland;57;57;Left;1;3;2;Normal;Very Hard
6212;L. Barraza;Luis Barraza;11/8/1996;187.96;88.0;GK;United States;57;69;Right;1;3;1;Stocky;Very Hard
6213;I. Jönsson;Isak Jönsson;1/11/1999;193.04;79.8;CB;Sweden;57;67;Right;1;2;2;Normal;Very Hard
6214;B. Avramovic;Bojan Avramovic;9/17/1997;154.94;78.0;LB;Serbia;57;67;Left;1;4;2;Normal;Very Hard
6215;L. Coordes;Luis Coordes;1/2/1999;154.94;73.9;LM,RM;Germany;57;72;Right;1;4;2;Lean;Very Hard
6216;R. Bennett;Richie Bennett;3/3/1991;193.04;87.1;ST;England;57;58;Left;1;3;2;Stocky;Very Hard
6217;M. Al Majhad;Mohammed Al Majhad;7/16/1996;175.26;74.8;CM;Saudi Arabia;57;67;Right;1;4;2;Normal;Very Hard
6218;M. Lara;Martín Lara;12/28/2000;167.64;66.2;RM,RB;Chile;57;74;Right;1;2;2;Lean;Very Hard
6219;J. Debrah;Jesse Debrah;5/1/2000;190.5;92.1;CB;England;57;70;Right;1;2;2;Normal;Very Hard
6220;A. Azeez;Adebayo Azeez;1/8/1994;182.88;79.8;ST;England;57;61;Right;1;3;2;Lean;Very Hard
6221;Yan Peng;闫鹏;5/27/1995;154.94;74.8;ST;China PR;57;65;Right;1;3;2;Normal;Very Hard
6222;J. Jiménez;Johan Eduardo Jiménez Moreno;10/18/1997;185.42;78.9;ST;Colombia;57;71;Right;1;3;2;Lean;Very Hard
6223;T. Bakinson;Tyreeq Bakinson;10/10/1998;190.5;82.1;CM,CDM;England;57;74;Right;1;3;2;Lean;Very Hard
6224;P. Gluhakovic;Petar Gluhakovic;3/25/1996;170.18;73.0;RB;Austria;57;67;Right;1;2;2;Stocky;Very Hard
6225;R. Meraz;Roberto Ismael Meraz Bernal;8/4/1999;152.4;78.0;CM;Mexico;57;69;Right;1;2;2;Normal;Very Hard
6226;Lu Yao;路尧;6/26/1993;175.26;78.0;CDM,LB;China PR;57;59;Right;1;3;2;Stocky;Very Hard
6227;M. Djitté;Moussa Djitté;10/4/1999;154.94;74.8;ST;Senegal;57;77;Right;1;3;3;Normal;Very Hard
6228;T. Ducrocq;Tom Ducrocq;8/25/1999;152.4;69.9;CAM;France;57;71;Right;1;3;2;Lean;Very Hard
6229;T. Russell;Tate Russell;8/24/1999;152.4;74.8;RB;Australia;57;69;Right;1;3;2;Lean;Very Hard
6230;A. Al Qahtani;Abdulmohsen Al Qahtani;6/5/1999;152.4;64.0;RM,LM,ST;Saudi Arabia;57;74;Left;1;4;2;Lean;Very Hard
6231;A. Nsakala;Alexandre Nsakala;3/20/2000;152.4;69.9;RB;France;57;79;Right;1;3;2;Lean;Very Hard
6232;R. Pyke;Rekeil Pyke;9/1/1997;152.4;64.9;ST;England;57;70;Right;1;3;2;Normal;Very Hard
6233;E. Williamson;Eryk Williamson;6/11/1997;175.26;69.9;CAM,CM;United States;57;67;Right;1;3;3;Normal;Very Hard
6234;K. Flanagan;Kian Flanagan;8/29/1999;152.4;72.1;CAM;Republic of Ireland;57;75;Right;1;3;3;Lean;Very Hard
6235;J. López;Julián López;1/8/2000;182.88;68.9;CM,CAM;Argentina;57;77;Right;1;3;3;Lean;Very Hard
6236;R. Loft;Ryan Loft;9/14/1997;190.5;73.0;ST;England;57;69;Right;1;3;2;Lean;Very Hard
6237;S. Mbaye;Serigne Mor Mbaye;1/3/1996;190.5;79.8;GK;Senegal;57;66;Right;1;3;1;Normal;Very Hard
6238;B. Aaronson;Brenden Aaronson;10/22/2000;172.72;64.9;CAM;United States;57;75;Right;1;3;2;Lean;Very Hard
6239;N. Sheron;Nathan Sheron;10/4/1997;182.88;64.0;CB,CDM;England;57;71;Right;1;3;2;Normal;Very Hard
6240;P. O'Conor;Paul O'Conor;8/10/1987;185.42;79.8;CM,CDM;Republic of Ireland;57;57;Right;1;3;2;Normal;Very Hard
6241;G. Kilkenny;Gavin Kilkenny;2/1/2000;172.72;64.0;CAM;Republic of Ireland;57;72;Right;1;3;2;Normal;Very Hard
6242;O. Ottesen;Oliver Ottesen;8/22/1998;182.88;72.1;GK;Denmark;57;67;Right;1;3;1;Normal;Very Hard
6243;R. Al Shamlan;Rakan Al Shamlan;7/14/1998;175.26;64.0;CAM,CF;Saudi Arabia;57;67;Right;1;2;2;Lean;Very Hard
6244;S. Sherring;Sam Sherring;5/8/2000;154.94;67.1;CB;England;57;71;Right;1;2;2;Normal;Very Hard
6245;N. Araya;Nicolás Araya;6/6/1999;175.26;68.9;GK;Chile;57;69;Right;1;2;1;Normal;Very Hard
6246;B. Kavanagh;Brandon Kavanagh;9/21/2000;172.72;63.0;LM,CAM,LB;Republic of Ireland;57;80;Left;1;2;2;Lean;Very Hard
6247;A. Wilson;Adam Wilson;4/10/2000;175.26;69.9;LM,LB;England;57;80;Left;1;4;3;Lean;Very Hard
6248;T. Mitchell;Tyrick Mitchell;9/1/1999;175.26;64.9;LB;England;57;74;Left;1;3;2;Normal;Very Hard
6249;J. Scott;James Scott;8/30/2000;187.96;87.1;ST;Scotland;57;74;Right;1;2;2;Normal;Very Hard
6250;B. Adinany;Bryan Adinany;3/13/2000;187.96;74.8;ST;France;57;75;Right;1;3;2;Lean;Very Hard
6251;J. Sowerby;Jack Sowerby;3/23/1995;175.26;78.0;CM;England;57;64;Right;1;2;2;Normal;Very Hard
6252;J. Sullivan;John Sullivan;1/6/1991;187.96;83.9;CDM,CM;Republic of Ireland;57;58;Right;1;3;2;Normal;Very Hard
6253;G. Poluzzi;Giacomo Poluzzi;2/25/1988;185.42;73.9;GK;Italy;57;57;Right;1;1;1;Normal;Very Hard
6254;J. Bursztyn;Jakub Bursztyn;3/25/1998;185.42;84.8;GK;Poland;57;65;Right;1;2;1;Normal;Very Hard
6255;C. Kirk;Charlie Kirk;12/24/1997;152.4;68.9;LM,LW;England;57;72;Right;1;3;3;Lean;Very Hard
6256;N. Fiedler;Niclas Fiedler;3/7/1998;175.26;68.0;LM,LB;Germany;57;68;Left;1;3;2;Normal;Very Hard
6257;M. Zach;Marcel Zach;1/4/2000;187.96;78.9;GK;Germany;57;70;Right;1;3;1;Normal;Very Hard
6258;E. Bird;Eric Bird;4/8/1993;154.94;77.1;CM;United States;57;62;Right;1;2;2;Lean;Very Hard
6259;T. Watanabe;Tsuyoshi Watanabe;2/5/1997;182.88;76.2;CB;Japan;57;66;Right;1;3;2;Lean;Very Hard
6260;L. Kunga;Lagos Kunga;10/20/1998;172.72;68.0;LM,CF;United States;57;74;Left;1;3;2;Lean;Very Hard
6261;V. Neufville;Vashon Neufville;7/18/1999;172.72;67.1;LB;England;57;72;Left;1;3;2;Lean;Very Hard
6262;S. McWilliams;Shaun McWilliams;8/14/1998;154.94;68.9;CM,RB;England;57;73;Right;1;3;2;Lean;Very Hard
6263;Z. Al Haniti;Zeyad Al Hunayti;4/4/1996;154.94;87.1;CB;Saudi Arabia;57;69;Right;1;2;2;Normal;Very Hard
6264;J. Weir;Jensen Weir;1/31/2002;152.4;69.9;CM;Scotland;57;77;Right;1;3;2;Normal;Very Hard
6265;Y. Ben El-Mhanni;Yasin Ben El-Mhanni;10/26/1995;152.4;74.8;LM,RM;England;57;65;Right;1;4;4;Lean;Very Hard
6266;Wang Yaopeng;王耀鹏;1/18/1995;187.96;79.8;CB;China PR;57;61;Right;1;2;2;Normal;Very Hard
6267;J. Vokins;Jake Vokins;3/17/2000;154.94;69.9;LB,LWB;England;57;71;Left;1;3;2;Normal;Very Hard
6268;J. Arboleda;Jhon Arboleda Valencia;8/5/1994;185.42;73.0;RM;Colombia;57;63;Right;1;3;2;Lean;Very Hard
6269;O. Patiño;Octavio Patiño;5/13/1997;185.42;73.0;GK;Colombia;57;68;Right;1;2;1;Normal;Very Hard
6270;F. Sollacaro;Francois-Joseph Sollacaro;3/21/1994;154.94;74.8;GK;France;57;64;Right;1;2;1;Lean;Very Hard
6271;Y. Al Shammari;Yousef Al Shammari;12/9/1997;154.94;64.9;ST;Saudi Arabia;57;71;Right;1;3;2;Lean;Very Hard
6272;D. Bielica;Daniel Bielica;4/30/1999;187.96;76.2;GK;Poland;57;70;Right;1;2;1;Lean;Very Hard
6273;J. Pask;Josh Pask;11/1/1997;187.96;76.2;CB;England;57;68;Right;1;2;2;Lean;Very Hard
6274;L. Millar;Liam Millar;9/27/1999;175.26;68.0;ST;Canada;57;73;Right;1;3;2;Lean;Very Hard
6275;L. Maloney;Lennard Maloney;10/8/1999;187.96;88.9;CDM,RM;Germany;57;77;Right;1;3;2;Stocky;Very Hard
6276;B. Vera;Brayan Vera;1/15/1999;154.94;73.9;CB;Colombia;57;73;Right;1;2;2;Normal;Very Hard
6277;C. Fox;Charlie Fox;11/26/1998;185.42;84.8;CB;England;57;72;Right;1;2;2;Normal;Very Hard
6278;M. Al Rubaie;Mohammed Al Rubaie;8/14/1997;190.5;79.8;GK;Saudi Arabia;57;71;Right;1;3;1;Normal;Very Hard
6279;O. Atilgan;Osman Atilgan;8/1/1999;152.4;64.0;ST,RW;Germany;57;75;Right;1;3;2;Lean;Very Hard
6280;N. Angulo;Neyder Angulo;3/4/1998;190.5;79.8;GK;Colombia;57;70;Right;1;2;1;Normal;Very Hard
6281;K. Stępniowski;Krystian Stępniowski;12/5/1992;190.5;79.8;GK;Poland;57;61;Right;1;2;1;Normal;Very Hard
6282;D. Diani;Djibril Diani;2/11/1998;193.04;77.1;CDM;France;57;67;Left;1;3;2;Lean;Very Hard
6283;A. Farid;Ahmed Farid;8/4/1999;172.72;59.0;RM,ST;Saudi Arabia;57;73;Right;1;3;2;Lean;Very Hard
6284;N. Okello;Noble Okello;7/20/2000;193.04;77.1;CDM;Canada;57;76;Right;1;4;2;Lean;Very Hard
6285;O. Kensdale;Ollie Kensdale;4/20/2000;190.5;84.8;CB;England;57;71;Right;1;3;2;Normal;Very Hard
6286;J. Caballero;Johan Camilo Caballero Cristancho;5/15/1998;154.94;72.1;RM;Colombia;57;69;Right;1;3;2;Normal;Very Hard
6287;T. Buchanan;Tajon Buchanan;2/8/1999;182.88;68.9;ST;Canada;57;72;Right;1;3;2;Lean;Very Hard
6288;G. Volpe;Giacomo Volpe;1/16/1996;187.96;83.0;GK;Italy;57;64;Right;1;2;1;Lean;Very Hard
